name,position,alphavetical value,name score
LOVE,3066,54,165564
LOVELLA,3067,79,242293
LOVETTA,3068,95,291460
LOVIE,3069,63,193347
LOWELL,3070,79,242530
LOYCE,3071,60,184260
LOYD,3072,56,172032
LU,3073,33,101409
LUANA,3074,49,150626
LUANN,3075,62,190650
LUANNA,3076,63,193788
LUANNE,3077,67,206159
LUBA,3078,36,110808
LUCAS,3079,56,172424
LUCI,3080,45,138600
LUCIA,3081,46,141726
LUCIANA,3082,61,188002
LUCIANO,3083,75,231225
LUCIE,3084,50,154200
LUCIEN,3085,64,197440
LUCIENNE,3086,83,256138
LUCILA,3087,58,179046
LUCILE,3088,62,191456
LUCILLA,3089,70,216230
LUCILLE,3090,74,228660
LUCINA,3091,60,185460
LUCINDA,3092,64,197888
LUCIO,3093,60,185580
LUCIUS,3094,85,262990
LUCRECIA,3095,72,222840
LUCRETIA,3096,89,275544
LUCY,3097,61,188917
LUDIE,3098,51,157998
LUDIVINA,3099,92,285108
LUE,3100,38,117800
LUELLA,3101,63,195363
LUETTA,3102,79,245058
LUIGI,3103,58,179974
LUIS,3104,61,189344
LUISA,3105,62,192510
LUISE,3106,66,204996
LUKE,3107,49,152243
LULA,3108,46,142968
LULU,3109,66,205194
LUNA,3110,48,149280
LUPE,3111,54,167994
LUPITA,3112,79,245848
LURA,3113,52,161876
LURLENE,3114,87,270918
LURLINE,3115,91,283465
LUTHER,3116,84,261744
LUVENIA,3117,84,261828
LUZ,3118,59,183962
LYDA,3119,42,130998
LYDIA,3120,51,159120
LYLA,3121,50,156050
LYLE,3122,54,168588
LYMAN,3123,65,202995
LYN,3124,51,159324
LYNDA,3125,56,175000
LYNDIA,3126,65,203190
LYNDON,3127,84,262668
LYNDSAY,3128,100,312800
LYNDSEY,3129,104,325416
LYNELL,3130,80,250400
LYNELLE,3131,85,266135
LYNETTA,3132,97,303804
LYNETTE,3133,101,316433
LYNN,3134,65,203710
LYNNA,3135,66,206910
LYNNE,3136,70,219520
LYNNETTE,3137,115,360755
LYNSEY,3138,100,313800
LYNWOOD,3139,108,339012
MA,3140,14,43960
MABEL,3141,33,103653
MABELLE,3142,50,157100
MABLE,3143,33,103719
MAC,3144,17,53448
MACHELLE,3145,59,185555
MACIE,3146,31,97526
MACK,3147,28,88116
MACKENZIE,3148,87,273876
MACY,3149,42,132258
MADALENE,3150,55,173250
MADALINE,3151,59,185909
MADALYN,3152,70,220640
MADDIE,3153,36,113508
MADELAINE,3154,64,201856
MADELEINE,3155,68,214540
MADELENE,3156,59,186204
MADELINE,3157,63,198891
MADELYN,3158,74,233692
MADGE,3159,30,94770
MADIE,3160,32,101120
MADISON,3161,75,237075
MADLYN,3162,69,218178
MADONNA,3163,62,196106
MAE,3164,19,60116
MAEGAN,3165,41,129765
MAFALDA,3166,38,120308
MAGALI,3167,43,136181
MAGALY,3168,59,186912
MAGAN,3169,36,114084
MAGARET,3170,65,206050
MAGDA,3171,26,82446
MAGDALEN,3172,57,180804
MAGDALENA,3173,58,184034
MAGDALENE,3174,62,196788
MAGEN,3175,40,127000
MAGGIE,3176,42,133392
MAGNOLIA,3177,72,228744
MAHALIA,3178,45,143010
MAI,3179,23,73117
MAIA,3180,24,76320
MAIDA,3181,28,89068
MAILE,3182,40,127280
MAIRA,3183,42,133686
MAIRE,3184,46,146464
MAISHA,3185,51,162435
MAISIE,3186,56,178416
MAJOR,3187,57,181659
MAJORIE,3188,71,226348
MAKEDA,3189,35,111615
MALCOLM,3190,69,220110
MALCOM,3191,57,181887
MALENA,3192,46,146832
MALIA,3193,36,114948
MALIK,3194,46,146924
MALIKA,3195,47,150165
MALINDA,3196,54,172584
MALISA,3197,55,175835
MALISSA,3198,74,236652
MALKA,3199,38,121562
MALLIE,3200,52,166400
MALLORY,3201,96,307296
MALORIE,3202,73,233746
MALVINA,3203,72,230616
MAMIE,3204,41,131364
MAMMIE,3205,54,173070
MAN,3206,28,89768
MANA,3207,29,93003
MANDA,3208,33,105864
MANDI,3209,41,131569
MANDIE,3210,46,147660
MANDY,3211,57,183027
MANIE,3212,42,134904
MANUAL,3213,62,199206
MANUEL,3214,66,212124
MANUELA,3215,67,215405
MANY,3216,53,170448
MAO,3217,29,93293
MAPLE,3218,47,151246
MARA,3219,33,106227
MARAGARET,3220,84,270480
MARAGRET,3221,83,267343
MARANDA,3222,52,167544
MARC,3223,35,112805
MARCEL,3224,52,167648
MARCELA,3225,53,170925
MARCELENE,3226,76,245176
MARCELINA,3227,76,245252
MARCELINE,3228,80,258240
MARCELINO,3229,90,290610
MARCELL,3230,64,206720
MARCELLA,3231,65,210015
MARCELLE,3232,69,223008
MARCELLUS,3233,104,336232
MARCELO,3234,67,216678
MARCENE,3235,59,190865
MARCHELLE,3236,77,249172
MARCI,3237,44,142428
MARCIA,3238,45,145710
MARCIE,3239,49,158711
MARCO,3240,50,162000
MARCOS,3241,69,223629
MARCUS,3242,75,243150
MARCY,3243,60,194580
MARDELL,3244,65,210860
MAREN,3245,51,165495
MARG,3246,39,126594
MARGARET,3247,83,269501
MARGARETA,3248,84,272832
MARGARETE,3249,88,285912
MARGARETT,3250,103,334750
MARGARETTA,3251,104,338104
MARGARETTE,3252,108,351216
MARGARITA,3253,88,286264
MARGARITE,3254,92,299368
MARGARITO,3255,102,332010
MARGART,3256,78,253968
MARGE,3257,44,143308
MARGENE,3258,63,205254
MARGERET,3259,87,283533
MARGERT,3260,82,267320
MARGERY,3261,87,283707
MARGET,3262,64,208768
MARGHERITA,3263,100,326300
MARGIE,3264,53,172992
MARGIT,3265,68,222020
MARGO,3266,54,176364
MARGORIE,3267,86,280962
MARGOT,3268,74,241832
MARGRET,3269,82,268058
MARGRETT,3270,102,333540
MARGUERITA,3271,113,369623
MARGUERITE,3272,117,382824
MARGURITE,3273,112,366576
MARGY,3274,64,209536
MARHTA,3275,61,199775
MARI,3276,41,134316
MARIA,3277,42,137634
MARIAH,3278,50,163900
MARIAM,3279,55,180345
MARIAN,3280,56,183680
MARIANA,3281,57,187017
MARIANELA,3282,74,242868
MARIANN,3283,70,229810
MARIANNA,3284,71,233164
MARIANNE,3285,75,246375
MARIANO,3286,71,233306
MARIBEL,3287,60,197220
MARIBETH,3288,76,249888
MARICA,3289,45,148005
MARICELA,3290,62,203980
MARICRUZ,3291,109,358719
MARIE,3292,46,151432
MARIEL,3293,58,190994
MARIELA,3294,59,194346
MARIELLA,3295,71,233945
MARIELLE,3296,75,247200
MARIETTA,3297,87,286839
MARIETTE,3298,91,300118
MARIKO,3299,67,221033
MARILEE,3300,63,207900
MARILOU,3301,89,293789
MARILU,3302,74,244348
MARILYN,3303,92,303876
MARILYNN,3304,106,350224
MARIN,3305,55,181775
MARINA,3306,56,185136
MARINDA,3307,60,198420
MARINE,3308,60,198480
MARIO,3309,56,185304
MARION,3310,70,231700
MARIS,3311,60,198660
MARISA,3312,61,202032
MARISELA,3313,78,258414
MARISHA,3314,69,228666
MARISOL,3315,87,288405
MARISSA,3316,80,265280
MARITA,3317,62,205654
MARITZA,3318,88,291984
MARIVEL,3319,80,265520
MARJORIE,3320,89,295480
MARJORY,3321,100,332100
MARK,3322,43,142846
MARKETTA,3323,89,295747
MARKITA,3324,73,242652
MARKUS,3325,83,275975
MARLA,3326,45,149670
MARLANA,3327,60,199620
MARLEEN,3328,68,226304
MARLEN,3329,63,209727
MARLENA,3330,64,213120
MARLENE,3331,68,226508
MARLIN,3332,67,223244
MARLINE,3333,72,239976
MARLO,3334,59,196706
MARLON,3335,73,243455
MARLYN,3336,83,276888
MARLYS,3337,88,293656
MARNA,3338,47,156886
MARNI,3339,55,183645
MARNIE,3340,60,200400
MARQUERITE,3341,127,424307
MARQUETTA,3342,116,387672
MARQUIS,3343,98,327614
MARQUITA,3344,100,334400
MARQUITTA,3345,120,401400
MARRY,3346,75,250950
MARSHA,3347,60,200820
MARSHALL,3348,84,281232
MARTA,3349,53,177497
MARTH,3350,60,201000
MARTHA,3351,61,204411
MARTI,3352,61,204472
MARTIN,3353,75,251475
MARTINA,3354,76,254904
MARTINE,3355,80,268400
MARTY,3356,77,258412
MARVA,3357,55,184635
MARVEL,3358,71,238418
MARVELLA,3359,84,282156
MARVIN,3360,77,258720
MARVIS,3361,82,275602
MARX,3362,56,188272
MARY,3363,57,191691
MARYA,3364,58,195112
MARYALICE,3365,87,292755
MARYAM,3366,71,238986
MARYANN,3367,86,289562
MARYANNA,3368,87,293016
MARYANNE,3369,91,306579
MARYBELLE,3370,93,313410
MARYBETH,3371,92,310132
MARYELLEN,3372,105,354060
MARYETTA,3373,103,347419
MARYJANE,3374,87,293538
MARYJO,3375,82,276750
MARYLAND,3376,88,297088
MARYLEE,3377,79,266783
MARYLIN,3378,92,310776
MARYLN,3379,83,280457
MARYLOU,3380,105,354900
MARYLOUISE,3381,138,466578
MARYLYN,3382,108,365256
MARYLYNN,3383,122,412726
MARYROSE,3384,114,385776
MASAKO,3385,60,203100
MASON,3386,62,209932
MATHA,3387,43,145641
MATHEW,3388,70,237160
MATHILDA,3389,68,230452
MATHILDE,3390,72,244080
MATILDA,3391,60,203460
MATILDE,3392,64,217088
MATT,3393,54,183222
MATTHEW,3394,90,305460
MATTIE,3395,68,230860
MAUD,3396,39,132444
MAUDE,3397,44,149468
MAUDIE,3398,53,180094
MAURA,3399,54,183546
MAUREEN,3400,77,261800
MAURICE,3401,70,238070
MAURICIO,3402,89,302778
MAURINE,3403,81,275643
MAURITA,3404,83,282532
MAURO,3405,68,231540
MAVIS,3406,64,217984
MAX,3407,38,129466
MAXIE,3408,52,177216
MAXIMA,3409,61,207949
MAXIMINA,3410,84,286440
MAXIMO,3411,75,255825
MAXINE,3412,66,225192
MAXWELL,3413,90,307170
MAY,3414,39,133146
MAYA,3415,40,136600
MAYBELL,3416,70,239120
MAYBELLE,3417,75,256275
MAYE,3418,44,150392
MAYME,3419,57,194883
MAYNARD,3420,76,259920
MAYOLA,3421,67,229207
MAYRA,3422,58,198476
MAZIE,3423,54,184842
MCKENZIE,3424,86,294464
MCKINLEY,3425,92,315100
MEAGAN,3426,41,140466
MEAGHAN,3427,49,167923
MECHELLE,3428,63,215964
MEDA,3429,23,78867
MEE,3430,23,78890
MEG,3431,25,85775
MEGAN,3432,40,137280
MEGGAN,3433,47,161351
MEGHAN,3434,48,164832
MEGHANN,3435,62,212970
MEI,3436,27,92772
MEL,3437,30,103110
MELAINE,3438,59,202842
MELANI,3439,54,185706
MELANIA,3440,55,189200
MELANIE,3441,59,203019
MELANY,3442,70,240940
MELBA,3443,33,113619
MELDA,3444,35,120540
MELIA,3445,40,137800
MELIDA,3446,44,151624
MELINA,3447,54,186138
MELINDA,3448,58,199984
MELISA,3449,59,203491
MELISSA,3450,78,269100
MELISSIA,3451,87,300237
MELITA,3452,60,207120
MELLIE,3453,56,193368
MELLISA,3454,71,245234
MELLISSA,3455,90,310950
MELODEE,3456,59,203904
MELODI,3457,58,200506
MELODIE,3458,63,217854
MELODY,3459,74,255966
MELONIE,3460,73,252580
MELONY,3461,84,290724
MELVA,3462,53,183486
MELVIN,3463,75,259725
MELVINA,3464,76,263264
MELYNDA,3465,74,256410
MENDY,3466,61,211426
MERCEDES,3467,72,249624
MERCEDEZ,3468,79,273972
MERCY,3469,64,222016
MEREDITH,3470,82,284540
MERI,3471,45,156195
MERIDETH,3472,82,284704
MERIDITH,3473,86,298678
MERILYN,3474,96,333504
MERISSA,3475,84,291900
MERLE,3476,53,184228
MERLENE,3477,72,250344
MERLIN,3478,71,246938
MERLYN,3479,87,302673
MERNA,3480,51,177480
MERRI,3481,63,219303
MERRIE,3482,68,236776
MERRILEE,3483,85,296055
MERRILL,3484,87,303108
MERRY,3485,79,275315
MERTIE,3486,70,244020
MERVIN,3487,81,282447
MERYL,3488,73,254624
META,3489,39,136071
MI,3490,22,76780
MIA,3491,23,80293
MICA,3492,26,90792
MICAELA,3493,44,153692
MICAH,3494,34,118796
MICHA,3495,34,118830
MICHAEL,3496,51,178296
MICHAELA,3497,52,181844
MICHAELE,3498,56,195888
MICHAL,3499,46,160954
MICHALE,3500,51,178500
MICHEAL,3501,51,178551
MICHEL,3502,50,175100
MICHELE,3503,55,192665
MICHELINA,3504,74,259296
MICHELINE,3505,78,273390
MICHELL,3506,62,217372
MICHELLE,3507,67,234969
MICHIKO,3508,68,238544
MICKEY,3509,66,231594
MICKI,3510,45,157950
MICKIE,3511,50,175550
MIESHA,3512,55,193160
MIGDALIA,3513,56,196728
MIGNON,3514,72,253008
MIGUEL,3515,67,235505
MIGUELINA,3516,91,319956
MIKA,3517,34,119578
MIKAELA,3518,52,182936
MIKE,3519,38,133722
MIKEL,3520,50,176000
MIKI,3521,42,147882
MIKKI,3522,53,186666
MILA,3523,35,123305
MILAGRO,3524,75,264300
MILAGROS,3525,94,331350
MILAN,3526,49,172774
MILDA,3527,39,137553
MILDRED,3528,65,229320
MILES,3529,58,204682
MILFORD,3530,77,271810
MILISSA,3531,82,289542
MILLARD,3532,69,243708
MILLICENT,3533,97,342701
MILLIE,3534,60,212040
MILLY,3535,71,250985
MILO,3536,49,173264
MILTON,3537,83,293571
MIMI,3538,44,155672
MIN,3539,36,127404
MINA,3540,37,130980
MINDA,3541,41,145181
MINDI,3542,49,173558
MINDY,3543,65,230295
MINERVA,3544,82,290608
MING,3545,43,152435
MINH,3546,44,156024
MINNA,3547,51,180897
MINNIE,3548,64,227072
MINTA,3549,57,202293
MIQUEL,3550,77,273350
MIRA,3551,41,145591
MIRANDA,3552,60,213120
MIREILLE,3553,83,294899
MIRELLA,3554,70,248780
MIREYA,3555,71,252405
MIRIAM,3556,63,224028
MIRIAN,3557,64,227648
MIRNA,3558,55,195690
MIRTA,3559,61,217099
MIRTHA,3560,69,245640
MISHA,3561,50,178050
MISS,3562,60,213720
MISSY,3563,85,302855
MISTI,3564,70,249480
MISTIE,3565,75,267375
MISTY,3566,86,306676
MITCH,3567,53,189051
MITCHEL,3568,70,249760
MITCHELL,3569,82,292658
MITSUE,3570,87,310590
MITSUKO,3571,108,385668
MITTIE,3572,76,271472
MITZI,3573,77,275121
MITZIE,3574,82,293068
MIYOKO,3575,88,314600
MODESTA,3576,77,275352
MODESTO,3577,91,325507
MOHAMED,3578,59,211102
MOHAMMAD,3579,68,243372
MOHAMMED,3580,72,257760
MOIRA,3581,56,200536
MOISES,3582,80,286560
MOLLIE,3583,66,236478
MOLLY,3584,77,275968
MONA,3585,43,154155
MONET,3586,67,240262
MONICA,3587,55,197285
MONIKA,3588,63,226044
MONIQUE,3589,94,337366
MONNIE,3590,70,251300
MONROE,3591,80,287280
MONSERRATE,3592,128,459776
MONTE,3593,67,240731
MONTY,3594,87,312678
MOON,3595,57,204915
MORA,3596,47,169012
MORGAN,3597,68,244596
MORIAH,3598,64,230272
MORRIS,3599,92,331108
MORTON,3600,95,342000
MOSE,3601,52,187252
MOSES,3602,71,255742
MOSHE,3603,60,216180
MOZELL,3604,83,299132
MOZELLA,3605,84,302820
MOZELLE,3606,88,317328
MUI,3607,43,155101
MUOI,3608,58,209264
MURIEL,3609,78,281502
MURRAY,3610,96,346560
MY,3611,38,137218
MYESHA,3612,71,256452
MYLES,3613,74,267362
MYONG,3614,74,267436
MYRA,3615,57,206055
MYRIAM,3616,79,285664
MYRL,3617,68,245956
MYRLE,3618,73,264114
MYRNA,3619,71,256949
MYRON,3620,85,307700
MYRTA,3621,77,278817
MYRTICE,3622,93,336846
MYRTIE,3623,90,326070
MYRTIS,3624,104,376896
MYRTLE,3625,93,337125
MYUNG,3626,80,290080
NA,3627,15,54405
NADA,3628,20,72560
NADENE,3629,43,156047
NADIA,3630,29,105270
NADINE,3631,47,170657
NAIDA,3632,29,105328
NAKESHA,3633,59,214347
NAKIA,3634,36,130824
NAKISHA,3635,63,229005
NAKITA,3636,56,203616
NAM,3637,28,101836
NAN,3638,29,105502
NANA,3639,30,109170
NANCEE,3640,42,152880
NANCEY,3641,62,225742
NANCI,3642,41,149322
NANCIE,3643,46,167578
NANCY,3644,57,207708
NANETTE,3645,79,287955
NANNETTE,3646,93,339078
NANNIE,3647,57,207879
NAOMA,3648,44,160512
NAOMI,3649,52,189748
NAPOLEON,3650,92,335800
NARCISA,3651,65,237315
NATACHA,3652,48,175296
NATALIA,3653,58,211874
NATALIE,3654,62,226548
NATALYA,3655,74,270470
NATASHA,3656,64,233984
NATASHIA,3657,73,266961
NATHALIE,3658,70,256060
NATHAN,3659,58,212222
NATHANAEL,3660,76,278160
NATHANIAL,3661,80,292880
NATHANIEL,3662,84,307608
NATISHA,3663,72,263736
NATIVIDAD,3664,84,307776
NATOSHA,3665,78,285870
NEAL,3666,32,117312
NECOLE,3667,54,198018
NED,3668,23,84364
NEDA,3669,24,88056
NEDRA,3670,42,154140
NEELY,3671,61,223931
NEIDA,3672,33,121176
NEIL,3673,40,146920
NELDA,3674,36,132264
NELIA,3675,41,150675
NELIDA,3676,45,165420
NELL,3677,43,158111
NELLA,3678,44,161832
NELLE,3679,48,176592
NELLIE,3680,57,209760
NELLY,3681,68,250308
NELSON,3682,79,290878
NENA,3683,34,125222
NENITA,3684,63,232092
NEOMA,3685,48,176880
NEOMI,3686,56,206416
NEREIDA,3687,56,206472
NERISSA,3688,85,313480
NERY,3689,62,228718
NESTOR,3690,91,335790
NETA,3691,40,147640
NETTIE,3692,73,269516
NEVA,3693,42,155106
NEVADA,3694,47,173618
NEVILLE,3695,79,291905
NEWTON,3696,91,336336
NGA,3697,22,81334
NGAN,3698,36,133128
NGOC,3699,39,144261
NGUYET,3700,92,340400
NIA,3701,24,88824
NICHELLE,3702,68,251736
NICHOL,3703,61,225883
NICHOLAS,3704,81,300024
NICHOLE,3705,66,244530
NICHOLLE,3706,78,289068
NICK,3707,37,137159
NICKI,3708,46,170568
NICKIE,3709,51,189159
NICKOLAS,3710,84,311640
NICKOLE,3711,69,256059
NICKY,3712,62,230144
NICOL,3713,53,196789
NICOLA,3714,54,200556
NICOLAS,3715,73,271195
NICOLASA,3716,74,274984
NICOLE,3717,58,215586
NICOLETTE,3718,103,382954
NICOLLE,3719,70,260330
NIDA,3720,28,104160
NIDIA,3721,37,137677
NIESHA,3722,56,208432
NIEVES,3723,74,275502
NIGEL,3724,47,175028
NIKI,3725,43,160175
NIKIA,3726,44,163944
NIKITA,3727,64,238528
NIKKI,3728,54,201312
NIKOLE,3729,66,246114
NILA,3730,36,134280
NILDA,3731,40,149240
NILSA,3732,55,205260
NINA,3733,38,141854
NINFA,3734,44,164296
NISHA,3735,51,190485
NITA,3736,44,164384
NOAH,3737,38,142006
NOBLE,3738,48,179424
NOBUKO,3739,78,291642
NOE,3740,34,127160
NOEL,3741,46,172086
NOELIA,3742,56,209552
NOELLA,3743,59,220837
NOELLE,3744,63,235872
NOEMI,3745,56,209720
NOHEMI,3746,64,239744
NOLA,3747,42,157374
NOLAN,3748,56,209888
NOMA,3749,43,161207
NONA,3750,44,165000
NORA,3751,48,180048
NORAH,3752,56,210112
NORBERT,3753,92,345276
NORBERTO,3754,107,401678
NOREEN,3755,71,266605
NORENE,3756,71,266676
NORIKO,3757,82,308074
NORINE,3758,75,281850
NORMA,3759,61,229299
NORMAN,3760,75,282000
NORMAND,3761,79,297119
NORRIS,3762,93,349866
NOVA,3763,52,195676
NOVELLA,3764,81,304884
NU,3765,35,131775
NUBIA,3766,47,177002
NUMBERS,3767,92,346564
NYDIA,3768,53,199704
NYLA,3769,52,195988
OBDULIA,3770,64,241280
OCIE,3771,32,120672
OCTAVIA,3772,71,267812
OCTAVIO,3773,85,320705
ODA,3774,20,75480
ODELIA,3775,46,173650
ODELL,3776,48,181248
ODESSA,3777,63,237951
ODETTE,3778,69,260682
ODILIA,3779,50,188950
ODIS,3780,47,177660
OFELIA,3781,48,181488
OK,3782,26,98332
OLA,3783,28,105924
OLEN,3784,46,174064
OLENE,3785,51,193035
OLETA,3786,53,200658
OLEVIA,3787,64,242368
OLGA,3788,35,132580
OLIMPIA,3789,75,284175
OLIN,3790,50,189500
OLINDA,3791,55,208505
OLIVA,3792,59,223728
OLIVE,3793,63,238959
OLIVER,3794,81,307314
OLIVIA,3795,68,258060
OLLIE,3796,53,201188
OLYMPIA,3797,91,345527
OMA,3798,29,110142
OMAR,3799,47,178553
OMEGA,3800,41,155800
OMER,3801,51,193851
ONA,3802,30,114060
ONEIDA,3803,48,182544
ONIE,3804,43,163572
ONITA,3805,59,224495
OPAL,3806,44,167464
OPHELIA,3807,66,251262
ORA,3808,34,129472
ORALEE,3809,56,213304
ORALIA,3810,56,213360
OREN,3811,52,198172
ORETHA,3812,67,255404
ORLANDO,3813,79,301227
ORPHA,3814,58,221212
ORVAL,3815,68,259420
ORVILLE,3816,93,354888
OSCAR,3817,56,213752
OSSIE,3818,67,255806
OSVALDO,3819,88,336072
OSWALDO,3820,89,339980
OTELIA,3821,62,236902
OTHA,3822,44,168168
OTILIA,3823,66,252318
OTIS,3824,63,240912
OTTO,3825,70,267750
OUIDA,3826,50,191300
OWEN,3827,57,218139
OZELL,3828,70,267960
OZELLA,3829,71,271859
OZIE,3830,55,210650
PA,3831,17,65127
PABLO,3832,46,176272
PAGE,3833,29,111157
PAIGE,3834,38,145692
PALMA,3835,43,164905
PALMER,3836,65,249340
PALMIRA,3837,70,268590
PAM,3838,30,115140
PAMALA,3839,44,168916
PAMELA,3840,48,184320
PAMELIA,3841,57,218937
PAMELLA,3842,60,230520
PAMILA,3843,52,199836
PAMULA,3844,64,246016
PANDORA,3845,69,265305
PANSY,3846,75,288450
PAOLA,3847,45,173115
PARIS,3848,63,242424
PARKER,3849,69,265581
PARTHENIA,3850,92,354200
PARTICIA,3851,77,296527
PASQUALE,3852,92,354384
PASTY,3853,81,312093
PAT,3854,37,142598
PATIENCE,3855,73,281415
PATRIA,3856,65,250640
PATRICA,3857,68,262276
PATRICE,3858,72,277776
PATRICIA,3859,77,297143
PATRICK,3860,78,301080
PATRINA,3861,79,305019
PATSY,3862,81,312822
PATTI,3863,66,254958
PATTIE,3864,71,274344
PATTY,3865,82,316930
PAUL,3866,50,193300
PAULA,3867,51,197217
PAULENE,3868,74,286232
PAULETTA,3869,96,371424
PAULETTE,3870,100,387000
PAULINA,3871,74,286454
PAULINE,3872,78,302016
PAULITA,3873,80,309840
PAZ,3874,43,166582
PEARL,3875,52,201500
PEARLE,3876,57,220932
PEARLENE,3877,76,294652
PEARLIE,3878,66,255948
PEARLINE,3879,80,310320
PEARLY,3880,77,298760
PEDRO,3881,58,225098
PEG,3882,28,108696
PEGGIE,3883,49,190267
PEGGY,3884,60,233040
PEI,3885,30,116550
PENELOPE,3886,88,341968
PENNEY,3887,79,307073
PENNI,3888,58,225504
PENNIE,3889,63,245007
PENNY,3890,74,287860
PERCY,3891,67,260697
PERLA,3892,52,202384
PERRY,3893,82,319226
PETE,3894,46,179124
PETER,3895,64,249280
PETRA,3896,60,233760
PETRINA,3897,83,323451
PETRONILA,3898,110,428780
PHEBE,3899,36,140364
PHIL,3900,45,175500
PHILIP,3901,70,273070
PHILLIP,3902,82,319964
PHILLIS,3903,85,331755
PHILOMENA,3904,93,363072
PHOEBE,3905,51,199155
PHUNG,3906,66,257796
PHUONG,3907,81,316467
PHYLICIA,3908,83,324364
PHYLIS,3909,89,347901
PHYLISS,3910,108,422280
PHYLLIS,3911,101,395011
PIA,3912,26,101712
PIEDAD,3913,39,152607
PIERRE,3914,71,277894
PILAR,3915,56,219240
PING,3916,46,180136
PINKIE,3917,64,250688
PIPER,3918,64,250752
POK,3919,42,164598
POLLY,3920,80,313600
PORFIRIO,3921,106,415626
PORSCHE,3922,84,329448
PORSHA,3923,77,302071
PORTER,3924,92,361008
PORTIA,3925,79,310075
PRECIOUS,3926,106,416156
PRESTON,3927,107,420189
PRICILLA,3928,80,314240
PRINCE,3929,65,255385
PRINCESS,3930,103,404790
PRISCILA,3931,87,341997
PRISCILLA,3932,99,389268
PROVIDENCIA,3933,116,456228
PRUDENCE,3934,86,338324
PURA,3935,56,220360
QIANA,3936,42,165312
QUEEN,3937,62,244094
QUEENIE,3938,76,299288
QUENTIN,3939,100,393900
QUIANA,3940,63,248220
QUINCY,3941,89,350749
QUINN,3942,75,295650
QUINTIN,3943,104,410072
QUINTON,3944,110,433840
QUYEN,3945,82,323490
RACHAEL,3946,48,189408
RACHAL,3947,43,169721
RACHEAL,3948,48,189504
RACHEL,3949,47,185603
RACHELE,3950,52,205400
RACHELL,3951,59,233109
RACHELLE,3952,64,252928
RACQUEL,3953,77,304381
RAE,3954,24,94896
RAEANN,3955,53,209615
RAELENE,3956,60,237360
RAFAEL,3957,43,170151
RAFAELA,3958,44,174152
RAGUEL,3959,64,253376
RAINA,3960,43,170280
RAISA,3961,48,190128
RALEIGH,3962,60,237720
RALPH,3963,55,217965
RAMIRO,3964,74,293336
RAMON,3965,61,241865
RAMONA,3966,62,245892
RAMONITA,3967,91,360997
RANA,3968,34,134912
RANAE,3969,39,154791
RANDA,3970,38,150860
RANDAL,3971,50,198550
RANDALL,3972,62,246264
RANDEE,3973,47,186731
RANDELL,3974,66,262284
RANDI,3975,46,182850
RANDOLPH,3976,88,349888
RANDY,3977,62,246574
RANEE,3978,43,171054
RAPHAEL,3979,61,242719
RAQUEL,3980,74,294520
RASHAD,3981,51,203031
RASHEEDA,3982,61,242902
RASHIDA,3983,60,238980
RAUL,3984,52,207168
RAVEN,3985,60,239100
RAY,3986,44,175384
RAYE,3987,49,195363
RAYFORD,3988,87,346956
RAYLENE,3989,80,319120
RAYMON,3990,86,343140
RAYMOND,3991,90,359190
RAYMONDE,3992,95,379240
RAYMUNDO,3993,111,443223
RAYNA,3994,59,235646
REA,3995,24,95880
REAGAN,3996,46,183816
REANNA,3997,53,211841
REATHA,3998,53,211894
REBA,3999,26,103974
REBBECA,4000,36,144000
REBBECCA,4001,39,156039
REBECA,4002,34,136068
REBECCA,4003,37,148111
REBECKA,4004,45,180180
REBEKAH,4005,50,200250
REDA,4006,28,112168
REED,4007,32,128224
REENA,4008,43,172344
REFUGIA,4009,67,268603
REFUGIO,4010,81,324810
REGAN,4011,45,180495
REGENA,4012,50,200600
REGENIA,4013,59,236767
REGGIE,4014,51,204714
REGINA,4015,54,216810
REGINALD,4016,70,281120
REGINE,4017,58,232986
REGINIA,4018,63,253134
REID,4019,36,144684
REIKO,4020,58,233160
REINA,4021,47,188987
REINALDO,4022,78,313716
REITA,4023,53,213219
REMA,4024,37,148888
REMEDIOS,4025,88,354200
REMONA,4026,66,265716
RENA,4027,38,153026
RENAE,4028,43,173204
RENALDO,4029,69,278001
RENATA,4030,59,237770
RENATE,4031,63,253953
RENATO,4032,73,294336
RENAY,4033,63,254079
RENDA,4034,42,169428
RENE,4035,42,169470
RENEA,4036,43,173548
RENEE,4037,47,189739
RENETTA,4038,83,335154
RENITA,4039,67,270613
RENNA,4040,52,210080
RESSIE,4041,75,303075
RETA,4042,44,177848
RETHA,4043,52,210236
RETTA,4044,64,258816
REUBEN,4045,65,262925
REVA,4046,46,186116
REX,4047,47,190209
REY,4048,48,194304
REYES,4049,72,291528
REYNA,4050,63,255150
REYNALDA,4051,80,324080
REYNALDO,4052,94,380888
RHEA,4053,32,129696
RHEBA,4054,34,137836
RHETT,4055,71,287905
RHIANNON,4056,93,377208
RHODA,4057,46,186622
RHONA,4058,56,227248
RHONDA,4059,60,243540
RIA,4060,28,113680
RICARDA,4061,54,219294
RICARDO,4062,68,276216
RICH,4063,38,154394
RICHARD,4064,61,247904
RICHELLE,4065,72,292680
RICHIE,4066,52,211432
RICK,4067,41,166747
RICKEY,4068,71,288828
RICKI,4069,50,203450
RICKIE,4070,55,223850
RICKY,4071,66,268686
RICO,4072,45,183240
RIGOBERTO,4073,109,443957
RIKKI,4074,58,236292
